parent_method,clustering_algorithm,median_ari,family,panel,metric,median_value,dataset_category,dataset_id,ari,ARI,NMI,pearson_r,appearances,fraction,n_top_three_slots,median_rank,q1_rank,q3_rank,top3_fraction,dataset_algorithm_tasks,eligible_task_count,kmeans,louvain,spectral,algorithm_range,algorithm_sd,n_algorithms,median_absolute_gap,q1_absolute_gap,q3_absolute_gap,task_count
DRA,spectral,,deep,d,,,TI,parenchyme,0.0,,,,,,,,,,,,,,,,,,,,,,
DREAM,kmeans,,deep,d,,,TI,parenchyme,0.32,,,,,,,,,,,,,,,,,,,,,,
DREAM,louvain,,deep,d,,,TI,parenchyme,0.11,,,,,,,,,,,,,,,,,,,,,,
DREAM,spectral,,deep,d,,,TI,parenchyme,0.29,,,,,,,,,,,,,,,,,,,,,,
EDGE,kmeans,,graph,d,,,TI,parenchyme,0.35,,,,,,,,,,,,,,,,,,,,,,
EDGE,louvain,,graph,d,,,TI,parenchyme,0.11,,,,,,,,,,,,,,,,,,,,,,
EDGE,spectral,,graph,d,,,TI,parenchyme,0.32,,,,,,,,,,,,,,,,,,,,,,
GLMPCA,kmeans,,linear,d,,,TI,parenchyme,0.68,,,,,,,,,,,,,,,,,,,,,,
GLMPCA,louvain,,linear,d,,,TI,parenchyme,0.2,,,,,,,,,,,,,,,,,,,,,,
GLMPCA,spectral,,linear,d,,,TI,parenchyme,0.59,,,,,,,,,,,,,,,,,,,,,,
IVIS,kmeans,,metric,d,,,TI,parenchyme,0.57,,,,,,,,,,,,,,,,,,,,,,
IVIS,louvain,,metric,d,,,TI,parenchyme,0.19,,,,,,,,,,,,,,,,,,,,,,
IVIS,spectral,,metric,d,,,TI,parenchyme,0.55,,,,,,,,,,,,,,,,,,,,,,
PCA,kmeans,,linear,d,,,TI,parenchyme,0.42,,,,,,,,,,,,,,,,,,,,,,
PCA,louvain,,linear,d,,,TI,parenchyme,0.14,,,,,,,,,,,,,,,,,,,,,,
PCA,spectral,,linear,d,,,TI,parenchyme,0.33,,,,,,,,,,,,,,,,,,,,,,
PHATE,kmeans,,graph,d,,,TI,parenchyme,0.58,,,,,,,,,,,,,,,,,,,,,,
PHATE,louvain,,graph,d,,,TI,parenchyme,0.17,,,,,,,,,,,,,,,,,,,,,,
PHATE,spectral,,graph,d,,,TI,parenchyme,0.58,,,,,,,,,,,,,,,,,,,,,,
PaCMAP,kmeans,,metric,d,,,TI,parenchyme,0.0,,,,,,,,,,,,,,,,,,,,,,
PaCMAP,louvain,,metric,d,,,TI,parenchyme,0.0,,,,,,,,,,,,,,,,,,,,,,
PaCMAP,spectral,,metric,d,,,TI,parenchyme,0.0,,,,,,,,,,,,,,,,,,,,,,
SAUCIE,kmeans,,deep,d,,,TI,parenchyme,0.04,,,,,,,,,,,,,,,,,,,,,,
SAUCIE,louvain,,deep,d,,,TI,parenchyme,0.01,,,,,,,,,,,,,,,,,,,,,,
SAUCIE,spectral,,deep,d,,,TI,parenchyme,0.05,,,,,,,,,,,,,,,,,,,,,,
SCDRHA,kmeans,,deep,d,,,TI,parenchyme,0.14,,,,,,,,,,,,,,,,,,,,,,
SCDRHA,louvain,,deep,d,,,TI,parenchyme,0.11,,,,,,,,,,,,,,,,,,,,,,
SCDRHA,spectral,,deep,d,,,TI,parenchyme,0.13,,,,,,,,,,,,,,,,,,,,,,
SIMLR,kmeans,,graph,d,,,TI,parenchyme,0.56,,,,,,,,,,,,,,,,,,,,,,
SIMLR,louvain,,graph,d,,,TI,parenchyme,0.19,,,,,,,,,,,,,,,,,,,,,,
SIMLR,spectral,,graph,d,,,TI,parenchyme,0.66,,,,,,,,,,,,,,,,,,,,,,
SPDR,kmeans,,graph,d,,,TI,parenchyme,0.59,,,,,,,,,,,,,,,,,,,,,,
SPDR,louvain,,graph,d,,,TI,parenchyme,0.17,,,,,,,,,,,,,,,,,,,,,,
SPDR,spectral,,graph,d,,,TI,parenchyme,0.58,,,,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,kmeans,,metric,d,,,TI,parenchyme,0.43000000000000005,,,,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,louvain,,metric,d,,,TI,parenchyme,0.15000000000000002,,,,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,spectral,,metric,d,,,TI,parenchyme,0.38,,,,,,,,,,,,,,,,,,,,,,
SSNMDI,kmeans,,linear,d,,,TI,parenchyme,0.01,,,,,,,,,,,,,,,,,,,,,,
SSNMDI,louvain,,linear,d,,,TI,parenchyme,0.0,,,,,,,,,,,,,,,,,,,,,,
SSNMDI,spectral,,linear,d,,,TI,parenchyme,0.0,,,,,,,,,,,,,,,,,,,,,,
TriMap,kmeans,,metric,d,,,TI,parenchyme,0.6,,,,,,,,,,,,,,,,,,,,,,
TriMap,louvain,,metric,d,,,TI,parenchyme,0.16,,,,,,,,,,,,,,,,,,,,,,
TriMap,spectral,,metric,d,,,TI,parenchyme,0.62,,,,,,,,,,,,,,,,,,,,,,
UMAP,kmeans,,graph,d,,,TI,parenchyme,0.53,,,,,,,,,,,,,,,,,,,,,,
UMAP,louvain,,graph,d,,,TI,parenchyme,0.17,,,,,,,,,,,,,,,,,,,,,,
UMAP,spectral,,graph,d,,,TI,parenchyme,0.44,,,,,,,,,,,,,,,,,,,,,,
VAE,kmeans,,deep,d,,,TI,parenchyme,0.01,,,,,,,,,,,,,,,,,,,,,,
VAE,louvain,,deep,d,,,TI,parenchyme,0.01,,,,,,,,,,,,,,,,,,,,,,
VAE,spectral,,deep,d,,,TI,parenchyme,0.02,,,,,,,,,,,,,,,,,,,,,,
VASC,kmeans,,deep,d,,,TI,parenchyme,0.66,,,,,,,,,,,,,,,,,,,,,,
VASC,louvain,,deep,d,,,TI,parenchyme,0.17,,,,,,,,,,,,,,,,,,,,,,
VASC,spectral,,deep,d,,,TI,parenchyme,0.55,,,,,,,,,,,,,,,,,,,,,,
ZIFA,kmeans,,linear,d,,,TI,parenchyme,0.33,,,,,,,,,,,,,,,,,,,,,,
ZIFA,louvain,,linear,d,,,TI,parenchyme,0.13,,,,,,,,,,,,,,,,,,,,,,
ZIFA,spectral,,linear,d,,,TI,parenchyme,0.39,,,,,,,,,,,,,,,,,,,,,,
pCMF,kmeans,,linear,d,,,TI,parenchyme,0.1,,,,,,,,,,,,,,,,,,,,,,
pCMF,louvain,,linear,d,,,TI,parenchyme,0.02,,,,,,,,,,,,,,,,,,,,,,
pCMF,spectral,,linear,d,,,TI,parenchyme,0.1,,,,,,,,,,,,,,,,,,,,,,
scGAE,kmeans,,deep,d,,,TI,parenchyme,0.08,,,,,,,,,,,,,,,,,,,,,,
scGAE,louvain,,deep,d,,,TI,parenchyme,0.06,,,,,,,,,,,,,,,,,,,,,,
scGAE,spectral,,deep,d,,,TI,parenchyme,0.14,,,,,,,,,,,,,,,,,,,,,,
scGBM,kmeans,,linear,d,,,TI,parenchyme,0.71,,,,,,,,,,,,,,,,,,,,,,
scGBM,louvain,,linear,d,,,TI,parenchyme,0.19,,,,,,,,,,,,,,,,,,,,,,
scGBM,spectral,,linear,d,,,TI,parenchyme,0.55,,,,,,,,,,,,,,,,,,,,,,
scScope,kmeans,,deep,d,,,TI,parenchyme,0.08,,,,,,,,,,,,,,,,,,,,,,
scScope,louvain,,deep,d,,,TI,parenchyme,0.08,,,,,,,,,,,,,,,,,,,,,,
scScope,spectral,,deep,d,,,TI,parenchyme,0.13,,,,,,,,,,,,,,,,,,,,,,
scvis,kmeans,,deep,d,,,TI,parenchyme,0.59,,,,,,,,,,,,,,,,,,,,,,
scvis,louvain,,deep,d,,,TI,parenchyme,0.17,,,,,,,,,,,,,,,,,,,,,,
scvis,spectral,,deep,d,,,TI,parenchyme,0.52,,,,,,,,,,,,,,,,,,,,,,
t-SNE,kmeans,,metric,d,,,TI,parenchyme,0.61,,,,,,,,,,,,,,,,,,,,,,
t-SNE,louvain,,metric,d,,,TI,parenchyme,0.21,,,,,,,,,,,,,,,,,,,,,,
t-SNE,spectral,,metric,d,,,TI,parenchyme,0.61,,,,,,,,,,,,,,,,,,,,,,
tGPLVM,kmeans,,linear,d,,,TI,parenchyme,0.0,,,,,,,,,,,,,,,,,,,,,,
tGPLVM,louvain,,linear,d,,,TI,parenchyme,-0.0,,,,,,,,,,,,,,,,,,,,,,
tGPLVM,spectral,,linear,d,,,TI,parenchyme,0.0,,,,,,,,,,,,,,,,,,,,,,
DRA,kmeans,,deep,d,,,TI,phagocyte,-0.0,,,,,,,,,,,,,,,,,,,,,,
DRA,louvain,,deep,d,,,TI,phagocyte,0.0,,,,,,,,,,,,,,,,,,,,,,
DRA,spectral,,deep,d,,,TI,phagocyte,-0.0,,,,,,,,,,,,,,,,,,,,,,
DREAM,kmeans,,deep,d,,,TI,phagocyte,0.61,,,,,,,,,,,,,,,,,,,,,,
DREAM,louvain,,deep,d,,,TI,phagocyte,0.07,,,,,,,,,,,,,,,,,,,,,,
DREAM,spectral,,deep,d,,,TI,phagocyte,0.7,,,,,,,,,,,,,,,,,,,,,,
EDGE,kmeans,,graph,d,,,TI,phagocyte,0.55,,,,,,,,,,,,,,,,,,,,,,
EDGE,louvain,,graph,d,,,TI,phagocyte,0.09,,,,,,,,,,,,,,,,,,,,,,
EDGE,spectral,,graph,d,,,TI,phagocyte,0.75,,,,,,,,,,,,,,,,,,,,,,
GLMPCA,kmeans,,linear,d,,,TI,phagocyte,0.7,,,,,,,,,,,,,,,,,,,,,,
GLMPCA,louvain,,linear,d,,,TI,phagocyte,0.1,,,,,,,,,,,,,,,,,,,,,,
GLMPCA,spectral,,linear,d,,,TI,phagocyte,0.5,,,,,,,,,,,,,,,,,,,,,,
IVIS,kmeans,,metric,d,,,TI,phagocyte,0.72,,,,,,,,,,,,,,,,,,,,,,
IVIS,louvain,,metric,d,,,TI,phagocyte,0.1,,,,,,,,,,,,,,,,,,,,,,
IVIS,spectral,,metric,d,,,TI,phagocyte,0.8,,,,,,,,,,,,,,,,,,,,,,
PCA,kmeans,,linear,d,,,TI,phagocyte,0.61,,,,,,,,,,,,,,,,,,,,,,
PCA,louvain,,linear,d,,,TI,phagocyte,0.1,,,,,,,,,,,,,,,,,,,,,,
PCA,spectral,,linear,d,,,TI,phagocyte,0.66,,,,,,,,,,,,,,,,,,,,,,
PHATE,kmeans,,graph,d,,,TI,phagocyte,0.78,,,,,,,,,,,,,,,,,,,,,,
PHATE,louvain,,graph,d,,,TI,phagocyte,0.11,,,,,,,,,,,,,,,,,,,,,,
PHATE,spectral,,graph,d,,,TI,phagocyte,0.49,,,,,,,,,,,,,,,,,,,,,,
PaCMAP,kmeans,,metric,d,,,TI,phagocyte,-0.0,,,,,,,,,,,,,,,,,,,,,,
PaCMAP,louvain,,metric,d,,,TI,phagocyte,0.0,,,,,,,,,,,,,,,,,,,,,,
PaCMAP,spectral,,metric,d,,,TI,phagocyte,0.04,,,,,,,,,,,,,,,,,,,,,,
SAUCIE,kmeans,,deep,d,,,TI,phagocyte,0.01,,,,,,,,,,,,,,,,,,,,,,
SAUCIE,louvain,,deep,d,,,TI,phagocyte,0.0,,,,,,,,,,,,,,,,,,,,,,
SAUCIE,spectral,,deep,d,,,TI,phagocyte,-0.0,,,,,,,,,,,,,,,,,,,,,,
SCDRHA,kmeans,,deep,d,,,TI,phagocyte,-0.03,,,,,,,,,,,,,,,,,,,,,,
SCDRHA,louvain,,deep,d,,,TI,phagocyte,0.1,,,,,,,,,,,,,,,,,,,,,,
SCDRHA,spectral,,deep,d,,,TI,phagocyte,0.12,,,,,,,,,,,,,,,,,,,,,,
SIMLR,kmeans,,graph,d,,,TI,phagocyte,0.75,,,,,,,,,,,,,,,,,,,,,,
SIMLR,louvain,,graph,d,,,TI,phagocyte,0.1,,,,,,,,,,,,,,,,,,,,,,
SIMLR,spectral,,graph,d,,,TI,phagocyte,0.74,,,,,,,,,,,,,,,,,,,,,,
SPDR,kmeans,,graph,d,,,TI,phagocyte,0.53,,,,,,,,,,,,,,,,,,,,,,
SPDR,louvain,,graph,d,,,TI,phagocyte,0.09,,,,,,,,,,,,,,,,,,,,,,
SPDR,spectral,,graph,d,,,TI,phagocyte,-0.05,,,,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,kmeans,,metric,d,,,TI,phagocyte,0.54,,,,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,louvain,,metric,d,,,TI,phagocyte,0.095,,,,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,spectral,,metric,d,,,TI,phagocyte,0.65,,,,,,,,,,,,,,,,,,,,,,
SSNMDI,kmeans,,linear,d,,,TI,phagocyte,-0.0,,,,,,,,,,,,,,,,,,,,,,
SSNMDI,louvain,,linear,d,,,TI,phagocyte,0.0,,,,,,,,,,,,,,,,,,,,,,
SSNMDI,spectral,,linear,d,,,TI,phagocyte,-0.0,,,,,,,,,,,,,,,,,,,,,,
TriMap,kmeans,,metric,d,,,TI,phagocyte,0.54,,,,,,,,,,,,,,,,,,,,,,
TriMap,louvain,,metric,d,,,TI,phagocyte,0.08,,,,,,,,,,,,,,,,,,,,,,
TriMap,spectral,,metric,d,,,TI,phagocyte,0.35,,,,,,,,,,,,,,,,,,,,,,
UMAP,kmeans,,graph,d,,,TI,phagocyte,0.77,,,,,,,,,,,,,,,,,,,,,,
UMAP,louvain,,graph,d,,,TI,phagocyte,0.1,,,,,,,,,,,,,,,,,,,,,,
UMAP,spectral,,graph,d,,,TI,phagocyte,0.79,,,,,,,,,,,,,,,,,,,,,,
VAE,kmeans,,deep,d,,,TI,phagocyte,0.03,,,,,,,,,,,,,,,,,,,,,,
VAE,louvain,,deep,d,,,TI,phagocyte,0.0,,,,,,,,,,,,,,,,,,,,,,
VAE,spectral,,deep,d,,,TI,phagocyte,-0.02,,,,,,,,,,,,,,,,,,,,,,
VASC,kmeans,,deep,d,,,TI,phagocyte,0.77,,,,,,,,,,,,,,,,,,,,,,
VASC,louvain,,deep,d,,,TI,phagocyte,0.1,,,,,,,,,,,,,,,,,,,,,,
VASC,spectral,,deep,d,,,TI,phagocyte,0.43,,,,,,,,,,,,,,,,,,,,,,
ZIFA,kmeans,,linear,d,,,TI,phagocyte,0.6,,,,,,,,,,,,,,,,,,,,,,
ZIFA,louvain,,linear,d,,,TI,phagocyte,0.1,,,,,,,,,,,,,,,,,,,,,,
ZIFA,spectral,,linear,d,,,TI,phagocyte,0.46,,,,,,,,,,,,,,,,,,,,,,
pCMF,kmeans,,linear,d,,,TI,phagocyte,-0.02,,,,,,,,,,,,,,,,,,,,,,
pCMF,louvain,,linear,d,,,TI,phagocyte,0.03,,,,,,,,,,,,,,,,,,,,,,
pCMF,spectral,,linear,d,,,TI,phagocyte,0.0,,,,,,,,,,,,,,,,,,,,,,
scGAE,kmeans,,deep,d,,,TI,phagocyte,0.65,,,,,,,,,,,,,,,,,,,,,,
scGAE,louvain,,deep,d,,,TI,phagocyte,0.09,,,,,,,,,,,,,,,,,,,,,,
scGAE,spectral,,deep,d,,,TI,phagocyte,0.78,,,,,,,,,,,,,,,,,,,,,,
scGBM,kmeans,,linear,d,,,TI,phagocyte,0.72,,,,,,,,,,,,,,,,,,,,,,
scGBM,louvain,,linear,d,,,TI,phagocyte,0.1,,,,,,,,,,,,,,,,,,,,,,
scGBM,spectral,,linear,d,,,TI,phagocyte,0.54,,,,,,,,,,,,,,,,,,,,,,
scScope,kmeans,,deep,d,,,TI,phagocyte,-0.0,,,,,,,,,,,,,,,,,,,,,,
scScope,louvain,,deep,d,,,TI,phagocyte,0.07,,,,,,,,,,,,,,,,,,,,,,
scScope,spectral,,deep,d,,,TI,phagocyte,0.01,,,,,,,,,,,,,,,,,,,,,,
scvis,kmeans,,deep,d,,,TI,phagocyte,0.81,,,,,,,,,,,,,,,,,,,,,,
scvis,louvain,,deep,d,,,TI,phagocyte,0.11,,,,,,,,,,,,,,,,,,,,,,
scvis,spectral,,deep,d,,,TI,phagocyte,0.84,,,,,,,,,,,,,,,,,,,,,,
t-SNE,kmeans,,metric,d,,,TI,phagocyte,0.54,,,,,,,,,,,,,,,,,,,,,,
t-SNE,louvain,,metric,d,,,TI,phagocyte,0.1,,,,,,,,,,,,,,,,,,,,,,
t-SNE,spectral,,metric,d,,,TI,phagocyte,0.8,,,,,,,,,,,,,,,,,,,,,,
tGPLVM,kmeans,,linear,d,,,TI,phagocyte,-0.0,,,,,,,,,,,,,,,,,,,,,,
tGPLVM,louvain,,linear,d,,,TI,phagocyte,0.0,,,,,,,,,,,,,,,,,,,,,,
tGPLVM,spectral,,linear,d,,,TI,phagocyte,-0.0,,,,,,,,,,,,,,,,,,,,,,
DRA,kmeans,,deep,d,,,TI,pharynx,-0.01,,,,,,,,,,,,,,,,,,,,,,
DRA,louvain,,deep,d,,,TI,pharynx,0.01,,,,,,,,,,,,,,,,,,,,,,
DRA,spectral,,deep,d,,,TI,pharynx,-0.01,,,,,,,,,,,,,,,,,,,,,,
DREAM,kmeans,,deep,d,,,TI,pharynx,0.85,,,,,,,,,,,,,,,,,,,,,,
DREAM,louvain,,deep,d,,,TI,pharynx,0.12,,,,,,,,,,,,,,,,,,,,,,
DREAM,spectral,,deep,d,,,TI,pharynx,0.76,,,,,,,,,,,,,,,,,,,,,,
EDGE,kmeans,,graph,d,,,TI,pharynx,0.28,,,,,,,,,,,,,,,,,,,,,,
EDGE,louvain,,graph,d,,,TI,pharynx,0.08,,,,,,,,,,,,,,,,,,,,,,
EDGE,spectral,,graph,d,,,TI,pharynx,0.29,,,,,,,,,,,,,,,,,,,,,,
GLMPCA,kmeans,,linear,d,,,TI,pharynx,0.92,,,,,,,,,,,,,,,,,,,,,,
GLMPCA,louvain,,linear,d,,,TI,pharynx,0.11,,,,,,,,,,,,,,,,,,,,,,
GLMPCA,spectral,,linear,d,,,TI,pharynx,0.92,,,,,,,,,,,,,,,,,,,,,,
IVIS,kmeans,,metric,d,,,TI,pharynx,0.89,,,,,,,,,,,,,,,,,,,,,,
IVIS,louvain,,metric,d,,,TI,pharynx,0.17,,,,,,,,,,,,,,,,,,,,,,
IVIS,spectral,,metric,d,,,TI,pharynx,0.94,,,,,,,,,,,,,,,,,,,,,,
PCA,kmeans,,linear,d,,,TI,pharynx,0.92,,,,,,,,,,,,,,,,,,,,,,
PCA,louvain,,linear,d,,,TI,pharynx,0.17,,,,,,,,,,,,,,,,,,,,,,
PCA,spectral,,linear,d,,,TI,pharynx,0.93,,,,,,,,,,,,,,,,,,,,,,
PHATE,kmeans,,graph,d,,,TI,pharynx,0.82,,,,,,,,,,,,,,,,,,,,,,
PHATE,louvain,,graph,d,,,TI,pharynx,0.1,,,,,,,,,,,,,,,,,,,,,,
PHATE,spectral,,graph,d,,,TI,pharynx,0.81,,,,,,,,,,,,,,,,,,,,,,
PaCMAP,kmeans,,metric,d,,,TI,pharynx,0.01,,,,,,,,,,,,,,,,,,,,,,
PaCMAP,louvain,,metric,d,,,TI,pharynx,0.0,,,,,,,,,,,,,,,,,,,,,,
PaCMAP,spectral,,metric,d,,,TI,pharynx,0.01,,,,,,,,,,,,,,,,,,,,,,
SAUCIE,kmeans,,deep,d,,,TI,pharynx,0.03,,,,,,,,,,,,,,,,,,,,,,
SAUCIE,louvain,,deep,d,,,TI,pharynx,0.03,,,,,,,,,,,,,,,,,,,,,,
SAUCIE,spectral,,deep,d,,,TI,pharynx,0.04,,,,,,,,,,,,,,,,,,,,,,
SCDRHA,kmeans,,deep,d,,,TI,pharynx,0.93,,,,,,,,,,,,,,,,,,,,,,
SCDRHA,louvain,,deep,d,,,TI,pharynx,0.1,,,,,,,,,,,,,,,,,,,,,,
SCDRHA,spectral,,deep,d,,,TI,pharynx,0.3,,,,,,,,,,,,,,,,,,,,,,
SIMLR,kmeans,,graph,d,,,TI,pharynx,0.8,,,,,,,,,,,,,,,,,,,,,,
SIMLR,louvain,,graph,d,,,TI,pharynx,0.11,,,,,,,,,,,,,,,,,,,,,,
SIMLR,spectral,,graph,d,,,TI,pharynx,0.8,,,,,,,,,,,,,,,,,,,,,,
SPDR,kmeans,,graph,d,,,TI,pharynx,0.86,,,,,,,,,,,,,,,,,,,,,,
SPDR,louvain,,graph,d,,,TI,pharynx,0.17,,,,,,,,,,,,,,,,,,,,,,
SPDR,spectral,,graph,d,,,TI,pharynx,0.86,,,,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,kmeans,,metric,d,,,TI,pharynx,0.62,,,,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,louvain,,metric,d,,,TI,pharynx,0.11,,,,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,spectral,,metric,d,,,TI,pharynx,0.595,,,,,,,,,,,,,,,,,,,,,,
SSNMDI,kmeans,,linear,d,,,TI,pharynx,-0.02,,,,,,,,,,,,,,,,,,,,,,
SSNMDI,louvain,,linear,d,,,TI,pharynx,0.0,,,,,,,,,,,,,,,,,,,,,,
SSNMDI,spectral,,linear,d,,,TI,pharynx,-0.0,,,,,,,,,,,,,,,,,,,,,,
TriMap,kmeans,,metric,d,,,TI,pharynx,0.92,,,,,,,,,,,,,,,,,,,,,,
TriMap,louvain,,metric,d,,,TI,pharynx,0.12,,,,,,,,,,,,,,,,,,,,,,
TriMap,spectral,,metric,d,,,TI,pharynx,0.92,,,,,,,,,,,,,,,,,,,,,,
UMAP,kmeans,,graph,d,,,TI,pharynx,0.88,,,,,,,,,,,,,,,,,,,,,,
UMAP,louvain,,graph,d,,,TI,pharynx,0.09,,,,,,,,,,,,,,,,,,,,,,
UMAP,spectral,,graph,d,,,TI,pharynx,0.85,,,,,,,,,,,,,,,,,,,,,,
VAE,kmeans,,deep,d,,,TI,pharynx,0.56,,,,,,,,,,,,,,,,,,,,,,
VAE,louvain,,deep,d,,,TI,pharynx,0.07,,,,,,,,,,,,,,,,,,,,,,
VAE,spectral,,deep,d,,,TI,pharynx,0.57,,,,,,,,,,,,,,,,,,,,,,
VASC,kmeans,,deep,d,,,TI,pharynx,0.94,,,,,,,,,,,,,,,,,,,,,,
VASC,louvain,,deep,d,,,TI,pharynx,0.12,,,,,,,,,,,,,,,,,,,,,,
VASC,spectral,,deep,d,,,TI,pharynx,0.49,,,,,,,,,,,,,,,,,,,,,,
ZIFA,kmeans,,linear,d,,,TI,pharynx,0.89,,,,,,,,,,,,,,,,,,,,,,
ZIFA,louvain,,linear,d,,,TI,pharynx,0.11,,,,,,,,,,,,,,,,,,,,,,
ZIFA,spectral,,linear,d,,,TI,pharynx,0.75,,,,,,,,,,,,,,,,,,,,,,
pCMF,kmeans,,linear,d,,,TI,pharynx,0.05,,,,,,,,,,,,,,,,,,,,,,
pCMF,louvain,,linear,d,,,TI,pharynx,0.05,,,,,,,,,,,,,,,,,,,,,,
pCMF,spectral,,linear,d,,,TI,pharynx,0.0,,,,,,,,,,,,,,,,,,,,,,
scGAE,kmeans,,deep,d,,,TI,pharynx,0.53,,,,,,,,,,,,,,,,,,,,,,
scGAE,louvain,,deep,d,,,TI,pharynx,0.1,,,,,,,,,,,,,,,,,,,,,,
scGAE,spectral,,deep,d,,,TI,pharynx,0.53,,,,,,,,,,,,,,,,,,,,,,
scGBM,kmeans,,linear,d,,,TI,pharynx,0.92,,,,,,,,,,,,,,,,,,,,,,
scGBM,louvain,,linear,d,,,TI,pharynx,0.12,,,,,,,,,,,,,,,,,,,,,,
scGBM,spectral,,linear,d,,,TI,pharynx,0.92,,,,,,,,,,,,,,,,,,,,,,
scScope,kmeans,,deep,d,,,TI,pharynx,0.79,,,,,,,,,,,,,,,,,,,,,,
scScope,louvain,,deep,d,,,TI,pharynx,0.15,,,,,,,,,,,,,,,,,,,,,,
scScope,spectral,,deep,d,,,TI,pharynx,0.82,,,,,,,,,,,,,,,,,,,,,,
scvis,kmeans,,deep,d,,,TI,pharynx,0.86,,,,,,,,,,,,,,,,,,,,,,
scvis,louvain,,deep,d,,,TI,pharynx,0.17,,,,,,,,,,,,,,,,,,,,,,
scvis,spectral,,deep,d,,,TI,pharynx,0.87,,,,,,,,,,,,,,,,,,,,,,
t-SNE,kmeans,,metric,d,,,TI,pharynx,0.58,,,,,,,,,,,,,,,,,,,,,,
t-SNE,louvain,,metric,d,,,TI,pharynx,0.12,,,,,,,,,,,,,,,,,,,,,,
t-SNE,spectral,,metric,d,,,TI,pharynx,0.75,,,,,,,,,,,,,,,,,,,,,,
tGPLVM,kmeans,,linear,d,,,TI,pharynx,-0.0,,,,,,,,,,,,,,,,,,,,,,
tGPLVM,louvain,,linear,d,,,TI,pharynx,0.0,,,,,,,,,,,,,,,,,,,,,,
tGPLVM,spectral,,linear,d,,,TI,pharynx,-0.0,,,,,,,,,,,,,,,,,,,,,,
DRA,kmeans,,deep,d,,,TI,trophectoderm,0.06,,,,,,,,,,,,,,,,,,,,,,
DRA,louvain,,deep,d,,,TI,trophectoderm,-0.0,,,,,,,,,,,,,,,,,,,,,,
DRA,spectral,,deep,d,,,TI,trophectoderm,0.04,,,,,,,,,,,,,,,,,,,,,,
DREAM,kmeans,,deep,d,,,TI,trophectoderm,0.96,,,,,,,,,,,,,,,,,,,,,,
DREAM,louvain,,deep,d,,,TI,trophectoderm,0.45,,,,,,,,,,,,,,,,,,,,,,
DREAM,spectral,,deep,d,,,TI,trophectoderm,0.47,,,,,,,,,,,,,,,,,,,,,,
EDGE,kmeans,,graph,d,,,TI,trophectoderm,0.58,,,,,,,,,,,,,,,,,,,,,,
EDGE,louvain,,graph,d,,,TI,trophectoderm,0.48,,,,,,,,,,,,,,,,,,,,,,
EDGE,spectral,,graph,d,,,TI,trophectoderm,0.53,,,,,,,,,,,,,,,,,,,,,,
GLMPCA,kmeans,,linear,d,,,TI,trophectoderm,0.91,,,,,,,,,,,,,,,,,,,,,,
GLMPCA,louvain,,linear,d,,,TI,trophectoderm,0.37,,,,,,,,,,,,,,,,,,,,,,
GLMPCA,spectral,,linear,d,,,TI,trophectoderm,0.45,,,,,,,,,,,,,,,,,,,,,,
IVIS,kmeans,,metric,d,,,TI,trophectoderm,0.67,,,,,,,,,,,,,,,,,,,,,,
IVIS,louvain,,metric,d,,,TI,trophectoderm,0.43,,,,,,,,,,,,,,,,,,,,,,
IVIS,spectral,,metric,d,,,TI,trophectoderm,0.51,,,,,,,,,,,,,,,,,,,,,,
PCA,kmeans,,linear,d,,,TI,trophectoderm,0.91,,,,,,,,,,,,,,,,,,,,,,
PCA,louvain,,linear,d,,,TI,trophectoderm,0.49,,,,,,,,,,,,,,,,,,,,,,
PCA,spectral,,linear,d,,,TI,trophectoderm,0.45,,,,,,,,,,,,,,,,,,,,,,
PHATE,kmeans,,graph,d,,,TI,trophectoderm,1.0,,,,,,,,,,,,,,,,,,,,,,
PHATE,louvain,,graph,d,,,TI,trophectoderm,0.36,,,,,,,,,,,,,,,,,,,,,,
PHATE,spectral,,graph,d,,,TI,trophectoderm,0.46,,,,,,,,,,,,,,,,,,,,,,
PaCMAP,kmeans,,metric,d,,,TI,trophectoderm,0.42,,,,,,,,,,,,,,,,,,,,,,
PaCMAP,louvain,,metric,d,,,TI,trophectoderm,0.31,,,,,,,,,,,,,,,,,,,,,,
PaCMAP,spectral,,metric,d,,,TI,trophectoderm,0.39,,,,,,,,,,,,,,,,,,,,,,
SAUCIE,kmeans,,deep,d,,,TI,trophectoderm,0.68,,,,,,,,,,,,,,,,,,,,,,
SAUCIE,louvain,,deep,d,,,TI,trophectoderm,0.46,,,,,,,,,,,,,,,,,,,,,,
SAUCIE,spectral,,deep,d,,,TI,trophectoderm,0.6,,,,,,,,,,,,,,,,,,,,,,
SCDRHA,kmeans,,deep,d,,,TI,trophectoderm,0.31,,,,,,,,,,,,,,,,,,,,,,
SCDRHA,louvain,,deep,d,,,TI,trophectoderm,0.31,,,,,,,,,,,,,,,,,,,,,,
